,Unnamed: 0,id,Datetime,TweetId,Texto,Username,Idioma,Palavra,UserDescription,UserDescriptionRaw,FriendsCount,Status,Retweet,Quoted,toxidade,Texto-Limpo,HateSpeech,rotulagem-manual,rotulagem
301,688,688,2018-10-07 14:40:39+00:00,1048946207501037568,"@isaahnxz Bicha que susto, pensei que cê tinha ido no salnorabo",hayannez,pt,bicha,𝐄𝐑𝐑𝐎𝐑 𝟒𝟎𝟒 𝐍𝐎𝐓 𝐅𝐎𝐔𝐍𝐃,𝐄𝐑𝐑𝐎𝐑 𝟒𝟎𝟒 𝐍𝐎𝐓 𝐅𝐎𝐔𝐍𝐃,527,14624,,,1,"Bicha que susto, pensei que cê tinha ido no salnorabo",yes,,r
302,689,689,2018-10-07 14:38:22+00:00,1048945635825782786,@hyunginho POIS EHHH 50milhoes d shows do vts nos eua ja tdos cm fanservice pesado agr nesseeee n bicha doida,namginho,pt,bicha,puxa o fole fi de rapariga,puxa o fole fi de rapariga,135,35590,,,0,POIS EHHH 50milhoes d shows do vts nos eua ja tdos cm fanservice pesado agr nesseeee n bicha doida,yes,,r
303,690,690,2018-10-07 14:36:39+00:00,1048945200905764868,"@PauloJnr2 @BetoSilvaBR @leandroruschel Eu tô saindo da minha cidade para SP , Espero não ter surpresas pq o bicha vai pegar",SicastroS,pt,bicha,"“As asas até podem ser iguais, mas o destino do voo, cada um escolhe o seu.”","“As asas até podem ser iguais, mas o destino do voo, cada um escolhe o seu.”",2404,7291,,,0,"Eu tô saindo da minha cidade para SP , Espero não ter surpresas pq o bicha vai pegar",yes,,r
304,691,691,2018-10-07 14:35:48+00:00,1048944989542207488,"@jiminepower Se fosse minha mae ela falava ""quem é gimim? Oush sai de problema bicha besta""",itsbbygguk,pt,bicha,#𝑱𝒖𝒏𝒈𝒌𝒐𝒐𝒌:ᴄᴀɴ ɪ sᴏᴍᴇᴅᴀʏ ғɪɴɴᴀ ғɪɴᴅ ᴍʏ ᴛɪᴍᴇ?,#𝑱𝒖𝒏𝒈𝒌𝒐𝒐𝒌:ᴄᴀɴ ɪ sᴏᴍᴇᴅᴀʏ ғɪɴɴᴀ ғɪɴᴅ ᴍʏ ᴛɪᴍᴇ?,3514,37721,,,0,"Se fosse minha mae ela falava ""quem é gimim? Oush sai de problema bicha besta""",yes,,r
305,693,693,2018-10-07 14:33:23+00:00,1048944380319547393,@AslamK1ng @arthurc420 @RicardoPalmier1 Mas que bicha interesseira essa Aisha,xoxomath,pt,bicha,"“𝙄 𝙡𝙞𝙠𝙚 𝘾𝙝𝙖𝙧𝙡𝙞𝙚 𝙎𝙥𝙧𝙞𝙣𝙜! 𝙄𝙣 𝙖 𝙧𝙤𝙢𝙖𝙣𝙩𝙞𝙘 𝙬𝙖𝙮, 𝙣𝙤𝙩 𝙟𝙪𝙨𝙩 𝙖 𝙛𝙧𝙞𝙚𝙣𝙙!”","“𝙄 𝙡𝙞𝙠𝙚 𝘾𝙝𝙖𝙧𝙡𝙞𝙚 𝙎𝙥𝙧𝙞𝙣𝙜! 𝙄𝙣 𝙖 𝙧𝙤𝙢𝙖𝙣𝙩𝙞𝙘 𝙬𝙖𝙮, 𝙣𝙤𝙩 𝙟𝙪𝙨𝙩 𝙖 𝙛𝙧𝙞𝙚𝙣𝙙!”",4257,37824,,,1,Mas que bicha interesseira essa Aisha,yes,,r
306,697,697,2018-10-07 14:30:21+00:00,1048943617094631425,bicha to com tanto medo dessa apuração pqp,Brunna_Vini,pt,bicha,rapper e empresaria,rapper e empresaria,613,45925,,,1,bicha to com tanto medo dessa apuração pqp,yes,,r
307,701,701,2018-10-07 14:22:41+00:00,1048941688494968834,"""Ser bicha não é só dar o cu
É também poder resistir""
#EleNao #ViraViraCIR0 #EleNunca https://t.co/T9wAyETX8o",elefazcinema,pt,bicha,Gasguita e sem fundamento,Gasguita e sem fundamento,109,15903,,,1,"""Ser bicha não é só dar o cu É também poder resistir"" #EleNao #ViraViraCIR0 #EleNunca",yes,,r
308,705,705,2018-10-07 14:19:28+00:00,1048940878948179968,"falei pra minha tia que ia votar no ciro ai ela ""vota nesse troço não bicha nojenta""
com licença more fascistas não passarão",transviad,pt,bicha,i love you quer dizer morena em francês | o/ele/-o | poeteiro mas só às vezes 📽🏳️‍⚧️,i love you quer dizer morena em francês | o/ele/-o | poeteiro mas só às vezes 📽🏳️‍⚧️,6894,90281,,,1,"falei pra minha tia que ia votar no ciro ai ela ""vota nesse troço não bicha nojenta"" com licença more fascistas não passarão",yes,,r
309,708,708,2018-10-07 14:15:21+00:00,1048939844368564224,mas que a bicha dança ela dança viu da vontade,mariapaula_oa,pt,bicha,"because I’m trying to do the best I can and they can’t find something to satisfy me, look...","because I’m trying to do the best I can and they can’t find something to satisfy me, look...",198,13399,,,1,mas que a bicha dança ela dança viu da vontade,yes,,r
310,710,710,2018-10-07 14:13:44+00:00,1048939434648002565,@aninhaluizaa_ Tá! kkkkkkkkkkk a bicha é louca demais,stecomments,pt,bicha,Minha língua é igual um chicote,Minha língua é igual um chicote,218,97312,,,1,Tá! kkkkkkkkkkk a bicha é louca demais,yes,,r
311,714,714,2018-10-07 14:10:08+00:00,1048938530691584001,@FriedHardt @crispcrispp Vai chupar o grelo duro dela sua bicha.,MCMARCELO_MC,pt,bicha,JORNAS Meus comentários serão seus maiores pesadelos - Fim do foro de SP - Guerra aos jornas comunistas - Isentão e centrão aqui não se criam. Deus Vult!,JORNAS Meus comentários serão seus maiores pesadelos - Fim do foro de SP - Guerra aos jornas comunistas - Isentão e centrão aqui não se criam. Deus Vult!,470,13503,,,1,Vai chupar o grelo duro dela sua bicha.,yes,,r
312,715,715,2018-10-07 14:07:50+00:00,1048937951374336000,"Hoje eu virei a bicha good vibes haribo que eu não suporto nos demais dias pra não surtar com tanta história ruim. Tou passando direto das histórias ruins. 
Eu tenho que manter minha sanidade mental antes de ir pro @GulagCanavieiro",eduardodias_,pt,bicha,"falo nada, só favorito as coisas","falo nada, só favorito as coisas",623,116153,,,0,Hoje eu virei a bicha good vibes haribo que eu não suporto nos demais dias pra não surtar com tanta história ruim. Tou passando direto das histórias ruins. Eu tenho que manter minha sanidade mental antes de ir pro,yes,,r
313,716,716,2018-10-07 14:06:55+00:00,1048937718309380096,"@sabruxa666 tenho uma notícia pra te dar 

seu pai é bicha 

reclama do seu cabelo e incentiva a usar salto? alô",chicoperucas,pt,bicha,,,72,1843,,,1,tenho uma notícia pra te dar seu pai é bicha reclama do seu cabelo e incentiva a usar salto? alô,yes,,r
314,718,718,2018-10-07 14:03:18+00:00,1048936811781902337,"@JulianaBertolli Ai bicha, mtooo difícil ainda mais q cê só gosta de lugar ht top kkkk",honestlyhos,pt,bicha,♒♉♊,♒♉♊,124,11062,,,0,"Ai bicha, mtooo difícil ainda mais q cê só gosta de lugar ht top kkkk",yes,,r
315,719,719,2018-10-07 14:02:19+00:00,1048936560635387904,"@geovanosdays @vhafelipeluis iiiiiii viadinho

Vá lá chupar as bolas do Haddad pra garantir o bolsa família sua bicha",Brunio,pt,bicha,We don't talk about Brunio,We don't talk about Brunio,297,172120,,,1,iiiiiii viadinho Vá lá chupar as bolas do Haddad pra garantir o bolsa família sua bicha,yes,,r
316,720,720,2018-10-07 14:01:30+00:00,1048936355202523139,nunca mais vou fumar meu pulmão ta só o pó bicha,abelzinhos,pt,bicha,quem me cancela é só deus e o banco. ele/dele. 🏳️‍⚧️.,quem me cancela é só deus e o banco. ele/dele. 🏳️‍⚧️.,658,231057,,,0,nunca mais vou fumar meu pulmão ta só o pó bicha,yes,,r
317,721,721,2018-10-07 13:59:11+00:00,1048935774979276801,Ow bicha que vergonha. https://t.co/PmllMBV219,igorlabcn,pt,bicha,💊🔬🎥🐈🐈‍⬛,💊🔬🎥🐈🐈‍⬛,3031,42489,,https://twitter.com/Itspedrito/status/1048694562020085760,1,Ow bicha que vergonha.,yes,,r
318,722,722,2018-10-07 13:58:52+00:00,1048935695346294787,"Beatriz vai me matar ainda, sou apaixonado nessa bicha tu é doido guria é uma Deusa",ThigsGomes,pt,bicha,,,260,6761,,,1,"Beatriz vai me matar ainda, sou apaixonado nessa bicha tu é doido guria é uma Deusa",yes,,r
319,725,725,2018-10-07 13:54:05+00:00,1048934491320987650,"@Ricardo27340945 Nao, vc se incomoda - e passa recibo, como acabou de fazer - com gente q ta cagando pra vc.
Vive tua vida, bicha. 
Deixa a dos outros.",gilbertoscholze,pt,bicha,I remember when 'different' became dangerous. I still don't understand why they hate us so much. ( V for Vendetta ),I remember when 'different' became dangerous. I still don't understand why they hate us so much. ( V for Vendetta ),746,95282,,,1,"Nao, vc se incomoda - e passa recibo, como acabou de fazer - com gente q ta cagando pra vc. Vive tua vida, bicha. Deixa a dos outros.",yes,,r
320,726,726,2018-10-07 13:52:15+00:00,1048934029167345664,@judsc_ amiga Cê vai ser presa bicha pode fazer campanha mais não,meucuein,pt,bicha,the only straight i am is straight up bitch,the only straight i am is straight up bitch,316,150359,,,1,amiga Cê vai ser presa bicha pode fazer campanha mais não,yes,,r
321,727,727,2018-10-07 13:51:26+00:00,1048933825705910273,"@TioGuh 😱 Bicha, a senhora é dextruidora, hein, veado?! 
Amooooooooo!",reofresistence,pt,bicha,"Não me segue não, porque eu também estou perdida! Uma farsa. 

| Foi Golpe! | Antifascista | Feminista | ela/dela","Não me segue não, porque eu também estou perdida! Uma farsa. 

| Foi Golpe! | Antifascista | Feminista | ela/dela",311,22107,,,1,"😱 Bicha, a senhora é dextruidora, hein, veado?! Amooooooooo!",yes,,r
322,733,733,2018-10-07 13:44:08+00:00,1048931984888791041,@duda_almeidavs Vem pra cá bicha,naritapinto,pt,bicha,leves exposições nada a ver com nada,leves exposições nada a ver com nada,350,12857,,,1,Vem pra cá bicha,yes,,r
323,734,734,2018-10-07 13:41:16+00:00,1048931264496095232,@lukinsoo Bicha a  senhora arrasou,ninoa92,pt,bicha,"Soy un doritcho~

Comportamento animal is my religion ☯️","Soy un doritcho~

Comportamento animal is my religion ☯️",964,35531,,,1,Bicha a senhora arrasou,yes,,r
324,739,739,2018-10-07 13:33:36+00:00,1048929334264827904,Menuda bicha provocadora.,insacos,pt,bicha,SIEMPRE SONRIENDO LA MEJOR MEDICINA,SIEMPRE SONRIENDO LA MEJOR MEDICINA,1691,75732,,,1,Menuda bicha provocadora.,yes,,r
325,740,740,2018-10-07 13:31:55+00:00,1048928913299308544,"Marcos apareceu aqui falando que veio buscar a bicha dele, Neilson KKKK",ememagrela,pt,bicha,"Aux. de cozinha 🍽️ Sagitariana ♐️ Khetelin B, Maria E 👼🏻, Lis E e Bernardo C - 22 anos","Aux. de cozinha 🍽️ Sagitariana ♐️ Khetelin B, Maria E 👼🏻, Lis E e Bernardo C - 22 anos",305,153781,,,1,"Marcos apareceu aqui falando que veio buscar a bicha dele, Neilson KKKK",yes,,r
326,742,742,2018-10-07 13:28:06+00:00,1048927951805399040,"@dan9nth Queer é, na minha opinião, um termo estúpido para a liberdade de ser bicha. Credo.",bmmalbuquerque,pt,bicha,"Bloqueia-me, o meu ego aguenta! 🔞 Demasiado sóbrio, cansado e velho para isto tudo!","Bloqueia-me, o meu ego aguenta! 🔞 Demasiado sóbrio, cansado e velho para isto tudo!",187,43600,,,1,"Queer é, na minha opinião, um termo estúpido para a liberdade de ser bicha. Credo.",yes,,r
327,743,743,2018-10-07 13:27:48+00:00,1048927874999341057,"@Quinha_14 @PriFancy A comida da Alba e reservada todo mundo sabe,a bicha e alérgica tem intolerância a lactose é vegetariana,quando vai se servir não tem quase nada",Rosiariana88,pt,bicha,,,72,2680,,,1,"A comida da Alba e reservada todo mundo sabe,a bicha e alérgica tem intolerância a lactose é vegetariana,quando vai se servir não tem quase nada",yes,,r
328,744,744,2018-10-07 13:26:02+00:00,1048927431166447618,"Tem uma amiga da minha mãe me atacando no direct do insta e falando do bobonaro, mandei um meme pra ela. A bicha ta pistola kkkkkkkkk",thltapglvao,pt,bicha,,,211,12752,,,1,"Tem uma amiga da minha mãe me atacando no direct do insta e falando do bobonaro, mandei um meme pra ela. A bicha ta pistola kkkkkkkkk",yes,,r
329,745,745,2018-10-07 13:25:04+00:00,1048927189935243264,Nao basta ser bicha tem que ser burra!!,rogher_oliver,pt,bicha,"Dançarino, ator, ponte áerea, João Pessoa, São Paulo Europa.
 TUDO POSSO NAQUELE QUE ME FORTALEÇE!","Dançarino, ator, ponte áerea, João Pessoa, São Paulo Europa.
 TUDO POSSO NAQUELE QUE ME FORTALEÇE!",594,10145,,,1,Nao basta ser bicha tem que ser burra!!,yes,,r
330,746,746,2018-10-07 13:24:34+00:00,1048927064164880384,"Eu NUNCA, digo NUNCA vou superar bicha votando no Bozo. Ah e bicha ENCUBADA. (conheço várias) #EndFacism #Eleições2018 #Bra #EleNão #campomaior #ViraViraCIRO #Ciro12",RuthynhaSilva,pt,bicha,".I'm a feminist! Family,Friends,Sex,Trip,Gym,Movies, Podcaster, TV series,indie,rock,metal,pop and music festivals.I'm a girl woman,I can do whatever a want! ❤️",".I'm a feminist! Family,Friends,Sex,Trip,Gym,Movies, Podcaster, TV series,indie,rock,metal,pop and music festivals.I'm a girl woman,I can do whatever a want! ❤️",1604,149054,,,0,"Eu NUNCA, digo NUNCA vou superar bicha votando no Bozo. Ah e bicha ENCUBADA. (conheço várias) #EndFacism #Eleições2018 #Bra #EleNão #campomaior #ViraViraCIRO #Ciro12",yes,,r
331,747,747,2018-10-07 13:24:08+00:00,1048926955473702913,já acordei rachando o bico ocm a Bruna kkkk bicha é besta demais,martinsgii1,pt,bicha,011/ viver intensamente é o lema.. 💍💙,011/ viver intensamente é o lema.. 💍💙,357,61785,,,0,já acordei rachando o bico ocm a Bruna kkkk bicha é besta demais,yes,,r
332,749,749,2018-10-07 13:20:52+00:00,1048926132140236800,a bicha me dibrando como é que pode https://t.co/sM9CgpmIGP,Kaiossj,pt,bicha,salad days are gone,salad days are gone,285,37160,,,1,a bicha me dibrando como é que pode,yes,,r
333,751,751,2018-10-07 13:09:56+00:00,1048923380790022144,"Mamãe é muito de infra mds, a bicha aqui trocando as fechadura da porta",porrapiel,pt,bicha,Qui lhombreessa?,Qui lhombreessa?,389,10804,,,1,"Mamãe é muito de infra mds, a bicha aqui trocando as fechadura da porta",yes,,r
334,752,752,2018-10-07 13:06:16+00:00,1048922455325196289,"acordei com a voz da minha madrinha lá em baixo, pensa numa bicha que grita",lawrenzjulia,pt,bicha,,,469,12353,,,0,"acordei com a voz da minha madrinha lá em baixo, pensa numa bicha que grita",yes,,r
335,753,753,2018-10-07 13:05:57+00:00,1048922376312901632,"Noiva 🖤: bicha bonita, é bicha odiada
já dizia um filosofo ai",GabiGasspar,pt,bicha,+021 ☀️,+021 ☀️,802,45543,,,0,"Noiva 🖤: bicha bonita, é bicha odiada já dizia um filosofo ai",yes,,r
336,754,754,2018-10-07 13:04:48+00:00,1048922088046825473,@cateblanxt bicha muda,badbyerx,pt,bicha,futilidades e mulheres de meia idade,futilidades e mulheres de meia idade,1188,158779,,,1,bicha muda,yes,,r
337,755,755,2018-10-07 13:01:18+00:00,1048921207205187584,"não tem argumento pra discutir com gay que vota em bolsonaro além de ""bicha vc é burra?????""",_guilhermoso,pt,bicha,neta da gay que dançou ariana grande em cima do ônibus,neta da gay que dançou ariana grande em cima do ônibus,491,42533,,,1,"não tem argumento pra discutir com gay que vota em bolsonaro além de ""bicha vc é burra?????""",yes,,r
338,757,757,2018-10-07 12:57:44+00:00,1048920308516868097,Não esqueçam que bicha burra nasce hetero e fascista,ALIENIETZSCHE,pt,bicha,caos reina,caos reina,781,47852,,,1,Não esqueçam que bicha burra nasce hetero e fascista,yes,,r
339,758,758,2018-10-07 12:57:19+00:00,1048920204653338624,@carsdardo Fabrício rosa bicha,MaiksonSousa,pt,bicha,"vc não vai me conquistar com seu rádio de pilha, eu quero um som que abala um carro de corrida!
IG: instagram.com/maiksonsousa","vc não vai me conquistar com seu rádio de pilha, eu quero um som que abala um carro de corrida!
IG: https://t.co/lEaffb6Fjl",437,13696,,,1,Fabrício rosa bicha,yes,,r
340,760,760,2018-10-07 12:55:15+00:00,1048919684882595840,@Angelicaph19 Bicha eu não sei kkkkkkk mt informação p minha cabeça,palomabolinda,pt,bicha,odeio visitas,odeio visitas,284,66644,,,0,Bicha eu não sei kkkkkkk mt informação p minha cabeça,yes,,r
341,763,763,2018-10-07 12:44:28+00:00,1048916971256000512,@nobre_stephany Bicha otaria kkkkkkk,_lolopes,pt,bicha,,,513,6244,,,1,Bicha otaria kkkkkkk,yes,,r
342,766,766,2018-10-07 12:40:02+00:00,1048915856275767296,@boorigoni esequeceu do fuso horário sua bicha,rafasabio_,pt,bicha,"Para me entender rápido, duas palavras: triste e tranquilo","Para me entender rápido, duas palavras: triste e tranquilo",254,8939,,,1,esequeceu do fuso horário sua bicha,yes,,r
343,767,767,2018-10-07 12:37:12+00:00,1048915142866558976,@maaaffz Ai desculpa sua bicha ofendida,BeatrizLino4,pt,bicha,,,111,28767,,,1,Ai desculpa sua bicha ofendida,yes,,r
344,768,768,2018-10-07 12:36:28+00:00,1048914959168671745,"Eu tenho muito orgulho de ser a bicha afeminada que eu sou mas muitas vezes me sinto impotente, como se nada do que eu fizesse de bom na minha vida pudesse dar orgulho pra ela",mateu5o,pt,bicha,Militância • Peitão de plástico da Pabllo Vittar • LGBTs (povo animado 🤩🏳️‍🌈) • Psicologia ✊🏽✊🏾✊🏿,Militância • Peitão de plástico da Pabllo Vittar • LGBTs (povo animado 🤩🏳️‍🌈) • Psicologia ✊🏽✊🏾✊🏿,564,27297,,,0,"Eu tenho muito orgulho de ser a bicha afeminada que eu sou mas muitas vezes me sinto impotente, como se nada do que eu fizesse de bom na minha vida pudesse dar orgulho pra ela",yes,,r
345,769,769,2018-10-07 12:32:18+00:00,1048913908373884928,"Cheio de bicha incubada com a camisa do coiso aqui na minha seção, devia ter trazido um pinico de cocô",iggistar,pt,bicha,Ex-Hannah Montana,Ex-Hannah Montana,258,11050,,,1,"Cheio de bicha incubada com a camisa do coiso aqui na minha seção, devia ter trazido um pinico de cocô",yes,,r
346,770,770,2018-10-07 12:30:13+00:00,1048913386178838528,"@Borralho_ Ow bicha
Votem consciente
#DomingoDetremuraSDV",GlossxDe,pt,bicha,"Servidor Público, Gay, Petista, #EsquerdasegueEsquerda ☭","Servidor Público, Gay, Petista, #EsquerdasegueEsquerda ☭",22555,24290,,,1,Ow bicha Votem consciente #DomingoDetremuraSDV,yes,,r
347,772,772,2018-10-07 12:25:16+00:00,1048912137232556032,"Bicha burra nasce hetero mesmo, essas eleições só me confirmaram isso",xxduth,pt,bicha,Doce mistério,Doce mistério,443,86260,,,1,"Bicha burra nasce hetero mesmo, essas eleições só me confirmaram isso",yes,,r
348,773,773,2018-10-07 12:23:38+00:00,1048911726178193408,A bicha não dava mais um pio,medellinmell,pt,bicha,Transcenda-se,Transcenda-se,311,38467,,,1,A bicha não dava mais um pio,yes,,r
349,776,776,2018-10-07 12:18:58+00:00,1048910552368664576,"@amolmjge parabens pelo seu juizo maravilhoso bicha
#MPN #JoaoGuilherme",kamzglp,pt,bicha,"ah
jura","ah
jura",19,1433,,,1,parabens pelo seu juizo maravilhoso bicha #MPN #JoaoGuilherme,yes,,r
350,777,777,2018-10-07 12:18:56+00:00,1048910544353353728,"@BrubsaLovatic @beforeshawnm Vc como pessoa deixa o fanatismo de lado, abra sua mente E aceite q 99% é muita coisa. Aceita q sua bicha é manipuladora e precisa de tratamento",stylesbrs,pt,bicha,,,20,1362,,,1,"Vc como pessoa deixa o fanatismo de lado, abra sua mente E aceite q 99% é muita coisa. Aceita q sua bicha é manipuladora e precisa de tratamento",yes,,r
351,779,779,2018-10-07 12:10:59+00:00,1048908543922003968,oi bb= oi bicha burra,fullyjisoo,pt,bicha,n to p ngm,n to p ngm,1993,146553,,,1,oi bb= oi bicha burra,yes,,r
352,784,784,2018-10-07 11:56:15+00:00,1048904838879334401,"A bicha no Jérôme me dando cotovelada na pista cheia achando que eu não ia revidar. 

ABÔR eu sou do Rio. Barraco, confusão e tiroteio fazem parte do meu DNA.",rafaourives,pt,bicha,"Penso, logo surto.

Stylist, produtor de moda e figurinista.

Historiador da arte - UERJ","Penso, logo surto.

Stylist, produtor de moda e figurinista.

Historiador da arte - UERJ",1303,64281,,,0,"A bicha no Jérôme me dando cotovelada na pista cheia achando que eu não ia revidar. ABÔR eu sou do Rio. Barraco, confusão e tiroteio fazem parte do meu DNA.",yes,,r
